SearchBayesianSkopt: Resuming 'IALSRecommender' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'num_factors': 44, 'epochs': 70, 'confidence_scaling': 'linear', 'alpha': 0.08875472111128377, 'epsilon': 0.5664828581434084, 'reg': 0.0003796823554974192} - results: PRECISION: 0.2232664, PRECISION_RECALL_MIN_DEN: 0.2248967, RECALL: 0.0497159, MAP: 0.1072479, MAP_MIN_DEN: 0.1079551, MRR: 0.4435837, NDCG: 0.2302303, F1: 0.0813232, HIT_RATE: 0.8922445, ARHR_ALL_HITS: 0.6875216, NOVELTY: 0.0055473, AVERAGE_POPULARITY: 0.5028097, DIVERSITY_MEAN_INTER_LIST: 0.9423831, DIVERSITY_HERFINDAHL: 0.9942314, COVERAGE_ITEM: 0.0420843, COVERAGE_ITEM_CORRECT: 0.0342212, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8917216, DIVERSITY_GINI: 0.0104815, SHANNON_ENTROPY: 7.9865993, RATIO_DIVERSITY_HERFINDAHL: 0.9946039, RATIO_DIVERSITY_GINI: 0.0402323, RATIO_SHANNON_ENTROPY: 0.6415000, RATIO_AVERAGE_POPULARITY: 2.5344038, RATIO_NOVELTY: 0.0326780, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'num_factors': 50, 'epochs': 20, 'confidence_scaling': 'log', 'alpha': 0.001833750875577165, 'epsilon': 3.1212756779659148, 'reg': 0.00020449413686625452} - results: PRECISION: 0.2165518, PRECISION_RECALL_MIN_DEN: 0.2179976, RECALL: 0.0473555, MAP: 0.1030863, MAP_MIN_DEN: 0.1036466, MRR: 0.4337719, NDCG: 0.2231187, F1: 0.0777161, HIT_RATE: 0.8820554, ARHR_ALL_HITS: 0.6664651, NOVELTY: 0.0055722, AVERAGE_POPULARITY: 0.4838963, DIVERSITY_MEAN_INTER_LIST: 0.9479024, DIVERSITY_HERFINDAHL: 0.9947833, COVERAGE_ITEM: 0.0412537, COVERAGE_ITEM_CORRECT: 0.0339443, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8815385, DIVERSITY_GINI: 0.0109355, SHANNON_ENTROPY: 8.0576955, RATIO_DIVERSITY_HERFINDAHL: 0.9951560, RATIO_DIVERSITY_GINI: 0.0419750, RATIO_SHANNON_ENTROPY: 0.6472106, RATIO_AVERAGE_POPULARITY: 2.4390710, RATIO_NOVELTY: 0.0328246, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'num_factors': 182, 'epochs': 65, 'confidence_scaling': 'linear', 'alpha': 0.18612798299717162, 'epsilon': 0.3428427812397236, 'reg': 0.0004068370449393544} - results: PRECISION: 0.1804574, PRECISION_RECALL_MIN_DEN: 0.1814328, RECALL: 0.0385105, MAP: 0.0833305, MAP_MIN_DEN: 0.0837391, MRR: 0.3946744, NDCG: 0.1886430, F1: 0.0634751, HIT_RATE: 0.8270048, ARHR_ALL_HITS: 0.5715630, NOVELTY: 0.0059687, AVERAGE_POPULARITY: 0.2954329, DIVERSITY_MEAN_INTER_LIST: 0.9768038, DIVERSITY_HERFINDAHL: 0.9976732, COVERAGE_ITEM: 0.0694391, COVERAGE_ITEM_CORRECT: 0.0567584, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8265201, DIVERSITY_GINI: 0.0229254, SHANNON_ENTROPY: 9.1242065, RATIO_DIVERSITY_HERFINDAHL: 0.9980470, RATIO_DIVERSITY_GINI: 0.0879974, RATIO_SHANNON_ENTROPY: 0.7328749, RATIO_AVERAGE_POPULARITY: 1.4891246, RATIO_NOVELTY: 0.0351601, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'num_factors': 21, 'epochs': 45, 'confidence_scaling': 'log', 'alpha': 0.0045090992908974475, 'epsilon': 0.001697049812232841, 'reg': 1.6115816561216746e-05} - results: PRECISION: 0.2293872, PRECISION_RECALL_MIN_DEN: 0.2311205, RECALL: 0.0510704, MAP: 0.1114263, MAP_MIN_DEN: 0.1121711, MRR: 0.4530597, NDCG: 0.2367798, F1: 0.0835413, HIT_RATE: 0.8998681, ARHR_ALL_HITS: 0.7074770, NOVELTY: 0.0054546, AVERAGE_POPULARITY: 0.5667540, DIVERSITY_MEAN_INTER_LIST: 0.8993980, DIVERSITY_HERFINDAHL: 0.9899332, COVERAGE_ITEM: 0.0330583, COVERAGE_ITEM_CORRECT: 0.0268010, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8993407, DIVERSITY_GINI: 0.0074823, SHANNON_ENTROPY: 7.4283268, RATIO_DIVERSITY_HERFINDAHL: 0.9903041, RATIO_DIVERSITY_GINI: 0.0287203, RATIO_SHANNON_ENTROPY: 0.5966584, RATIO_AVERAGE_POPULARITY: 2.8567137, RATIO_NOVELTY: 0.0321319, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'num_factors': 5, 'epochs': 40, 'confidence_scaling': 'linear', 'alpha': 0.39063744759747954, 'epsilon': 7.150437383839774, 'reg': 0.0029238851897557656} - results: PRECISION: 0.2109295, PRECISION_RECALL_MIN_DEN: 0.2121882, RECALL: 0.0454049, MAP: 0.1022692, MAP_MIN_DEN: 0.1028573, MRR: 0.4357758, NDCG: 0.2200027, F1: 0.0747245, HIT_RATE: 0.8700337, ARHR_ALL_HITS: 0.6642438, NOVELTY: 0.0052808, AVERAGE_POPULARITY: 0.6682871, DIVERSITY_MEAN_INTER_LIST: 0.7953951, DIVERSITY_HERFINDAHL: 0.9795337, COVERAGE_ITEM: 0.0135666, COVERAGE_ITEM_CORRECT: 0.0111302, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8695238, DIVERSITY_GINI: 0.0029358, SHANNON_ENTROPY: 6.1336518, RATIO_DIVERSITY_HERFINDAHL: 0.9799007, RATIO_DIVERSITY_GINI: 0.0112689, RATIO_SHANNON_ENTROPY: 0.4926675, RATIO_AVERAGE_POPULARITY: 3.3684897, RATIO_NOVELTY: 0.0311083, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 187, 'epochs': 20, 'confidence_scaling': 'linear', 'alpha': 3.2077073462286116, 'epsilon': 0.2731410844718495, 'reg': 6.0927906394386455e-05} - results: PRECISION: 0.2003005, PRECISION_RECALL_MIN_DEN: 0.2021206, RECALL: 0.0468592, MAP: 0.0929457, MAP_MIN_DEN: 0.0937859, MRR: 0.4182825, NDCG: 0.2078865, F1: 0.0759503, HIT_RATE: 0.8712066, ARHR_ALL_HITS: 0.6230195, NOVELTY: 0.0057758, AVERAGE_POPULARITY: 0.4104561, DIVERSITY_MEAN_INTER_LIST: 0.9714309, DIVERSITY_HERFINDAHL: 0.9971360, COVERAGE_ITEM: 0.1121878, COVERAGE_ITEM_CORRECT: 0.0801263, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8706960, DIVERSITY_GINI: 0.0254951, SHANNON_ENTROPY: 9.2208694, RATIO_DIVERSITY_HERFINDAHL: 0.9975095, RATIO_DIVERSITY_GINI: 0.0978607, RATIO_SHANNON_ENTROPY: 0.7406391, RATIO_AVERAGE_POPULARITY: 2.0688968, RATIO_NOVELTY: 0.0340242, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 93, 'epochs': 15, 'confidence_scaling': 'log', 'alpha': 0.44556360049907545, 'epsilon': 0.9781546070063847, 'reg': 5.665076351204744e-05} - results: PRECISION: 0.2025070, PRECISION_RECALL_MIN_DEN: 0.2038156, RECALL: 0.0439991, MAP: 0.0956527, MAP_MIN_DEN: 0.0962097, MRR: 0.4192231, NDCG: 0.2100377, F1: 0.0722914, HIT_RATE: 0.8616772, ARHR_ALL_HITS: 0.6311279, NOVELTY: 0.0057019, AVERAGE_POPULARITY: 0.4154278, DIVERSITY_MEAN_INTER_LIST: 0.9661882, DIVERSITY_HERFINDAHL: 0.9966117, COVERAGE_ITEM: 0.0527715, COVERAGE_ITEM_CORRECT: 0.0446315, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8611722, DIVERSITY_GINI: 0.0159417, SHANNON_ENTROPY: 8.6018979, RATIO_DIVERSITY_HERFINDAHL: 0.9969851, RATIO_DIVERSITY_GINI: 0.0611908, RATIO_SHANNON_ENTROPY: 0.6909220, RATIO_AVERAGE_POPULARITY: 2.0939567, RATIO_NOVELTY: 0.0335884, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 20, 'epochs': 10, 'confidence_scaling': 'linear', 'alpha': 43.16618464243691, 'epsilon': 0.737149584767491, 'reg': 1.7735864230604648e-05} - results: PRECISION: 0.1570078, PRECISION_RECALL_MIN_DEN: 0.1582430, RECALL: 0.0385494, MAP: 0.0688026, MAP_MIN_DEN: 0.0693677, MRR: 0.3430871, NDCG: 0.1621457, F1: 0.0619006, HIT_RATE: 0.7739334, ARHR_ALL_HITS: 0.4843563, NOVELTY: 0.0061938, AVERAGE_POPULARITY: 0.3148399, DIVERSITY_MEAN_INTER_LIST: 0.9683358, DIVERSITY_HERFINDAHL: 0.9968265, COVERAGE_ITEM: 0.2046071, COVERAGE_ITEM_CORRECT: 0.1278587, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.7734799, DIVERSITY_GINI: 0.0591791, SHANNON_ENTROPY: 10.1072080, RATIO_DIVERSITY_HERFINDAHL: 0.9971999, RATIO_DIVERSITY_GINI: 0.2271540, RATIO_SHANNON_ENTROPY: 0.8118316, RATIO_AVERAGE_POPULARITY: 1.5869452, RATIO_NOVELTY: 0.0364863, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 107, 'epochs': 40, 'confidence_scaling': 'log', 'alpha': 0.06422634678586955, 'epsilon': 0.1621054754457572, 'reg': 0.003997915506548272} - results: PRECISION: 0.1943557, PRECISION_RECALL_MIN_DEN: 0.1955036, RECALL: 0.0417691, MAP: 0.0910007, MAP_MIN_DEN: 0.0915137, MRR: 0.4109456, NDCG: 0.2021451, F1: 0.0687608, HIT_RATE: 0.8509016, ARHR_ALL_HITS: 0.6093531, NOVELTY: 0.0057671, AVERAGE_POPULARITY: 0.3793308, DIVERSITY_MEAN_INTER_LIST: 0.9678592, DIVERSITY_HERFINDAHL: 0.9967788, COVERAGE_ITEM: 0.0527715, COVERAGE_ITEM_CORRECT: 0.0441885, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8504029, DIVERSITY_GINI: 0.0166413, SHANNON_ENTROPY: 8.6634036, RATIO_DIVERSITY_HERFINDAHL: 0.9971523, RATIO_DIVERSITY_GINI: 0.0638761, RATIO_SHANNON_ENTROPY: 0.6958623, RATIO_AVERAGE_POPULARITY: 1.9120105, RATIO_NOVELTY: 0.0339726, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 26, 'epochs': 20, 'confidence_scaling': 'linear', 'alpha': 0.09636009027097413, 'epsilon': 6.14570042753599, 'reg': 0.0005637981929667059} - results: PRECISION: 0.2300469, PRECISION_RECALL_MIN_DEN: 0.2317627, RECALL: 0.0515338, MAP: 0.1112911, MAP_MIN_DEN: 0.1119882, MRR: 0.4525519, NDCG: 0.2369064, F1: 0.0842045, HIT_RATE: 0.9045594, ARHR_ALL_HITS: 0.7067089, NOVELTY: 0.0054813, AVERAGE_POPULARITY: 0.5502783, DIVERSITY_MEAN_INTER_LIST: 0.9138377, DIVERSITY_HERFINDAHL: 0.9913771, COVERAGE_ITEM: 0.0362700, COVERAGE_ITEM_CORRECT: 0.0289053, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.9040293, DIVERSITY_GINI: 0.0083972, SHANNON_ENTROPY: 7.6111799, RATIO_DIVERSITY_HERFINDAHL: 0.9917485, RATIO_DIVERSITY_GINI: 0.0322318, RATIO_SHANNON_ENTROPY: 0.6113455, RATIO_AVERAGE_POPULARITY: 2.7736682, RATIO_NOVELTY: 0.0322891, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'num_factors': 156, 'epochs': 5, 'confidence_scaling': 'linear', 'alpha': 8.071527466291053, 'epsilon': 1.2478825542944738, 'reg': 0.00010074552245664953} - results: PRECISION: 0.1940844, PRECISION_RECALL_MIN_DEN: 0.1959925, RECALL: 0.0473883, MAP: 0.0878341, MAP_MIN_DEN: 0.0886383, MRR: 0.3979162, NDCG: 0.1990724, F1: 0.0761770, HIT_RATE: 0.8658554, ARHR_ALL_HITS: 0.5898755, NOVELTY: 0.0059057, AVERAGE_POPULARITY: 0.3658164, DIVERSITY_MEAN_INTER_LIST: 0.9773387, DIVERSITY_HERFINDAHL: 0.9977267, COVERAGE_ITEM: 0.1487901, COVERAGE_ITEM_CORRECT: 0.0999502, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8653480, DIVERSITY_GINI: 0.0366382, SHANNON_ENTROPY: 9.7116935, RATIO_DIVERSITY_HERFINDAHL: 0.9981005, RATIO_DIVERSITY_GINI: 0.1406326, RATIO_SHANNON_ENTROPY: 0.7800631, RATIO_AVERAGE_POPULARITY: 1.8438911, RATIO_NOVELTY: 0.0347891, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'num_factors': 192, 'epochs': 10, 'confidence_scaling': 'linear', 'alpha': 24.75302114636161, 'epsilon': 7.785927666714738, 'reg': 0.007025096334017684} - results: PRECISION: 0.1430729, PRECISION_RECALL_MIN_DEN: 0.1447918, RECALL: 0.0378423, MAP: 0.0586243, MAP_MIN_DEN: 0.0593397, MRR: 0.3150879, NDCG: 0.1458361, F1: 0.0598536, HIT_RATE: 0.7629380, ARHR_ALL_HITS: 0.4288555, NOVELTY: 0.0062603, AVERAGE_POPULARITY: 0.2485638, DIVERSITY_MEAN_INTER_LIST: 0.9889052, DIVERSITY_HERFINDAHL: 0.9988833, COVERAGE_ITEM: 0.2230467, COVERAGE_ITEM_CORRECT: 0.1316241, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.7624908, DIVERSITY_GINI: 0.0672553, SHANNON_ENTROPY: 10.6215255, RATIO_DIVERSITY_HERFINDAHL: 0.9992575, RATIO_DIVERSITY_GINI: 0.2581539, RATIO_SHANNON_ENTROPY: 0.8531427, RATIO_AVERAGE_POPULARITY: 1.2528818, RATIO_NOVELTY: 0.0368782, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'num_factors': 42, 'epochs': 35, 'confidence_scaling': 'log', 'alpha': 0.5602624989945719, 'epsilon': 10.0, 'reg': 0.01} - results: PRECISION: 0.2233617, PRECISION_RECALL_MIN_DEN: 0.2249538, RECALL: 0.0495901, MAP: 0.1070312, MAP_MIN_DEN: 0.1077116, MRR: 0.4410503, NDCG: 0.2298109, F1: 0.0811611, HIT_RATE: 0.8912183, ARHR_ALL_HITS: 0.6852091, NOVELTY: 0.0055418, AVERAGE_POPULARITY: 0.5056509, DIVERSITY_MEAN_INTER_LIST: 0.9408490, DIVERSITY_HERFINDAHL: 0.9940780, COVERAGE_ITEM: 0.0409768, COVERAGE_ITEM_CORRECT: 0.0336120, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8906960, DIVERSITY_GINI: 0.0102328, SHANNON_ENTROPY: 7.9511121, RATIO_DIVERSITY_HERFINDAHL: 0.9944504, RATIO_DIVERSITY_GINI: 0.0392778, RATIO_SHANNON_ENTROPY: 0.6386496, RATIO_AVERAGE_POPULARITY: 2.5487250, RATIO_NOVELTY: 0.0326458, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'num_factors': 22, 'epochs': 30, 'confidence_scaling': 'linear', 'alpha': 0.02511409252578099, 'epsilon': 1.2855880839860547, 'reg': 0.01} - results: PRECISION: 0.2298197, PRECISION_RECALL_MIN_DEN: 0.2314685, RECALL: 0.0512074, MAP: 0.1116872, MAP_MIN_DEN: 0.1124377, MRR: 0.4535580, NDCG: 0.2372155, F1: 0.0837532, HIT_RATE: 0.9014074, ARHR_ALL_HITS: 0.7088448, NOVELTY: 0.0054600, AVERAGE_POPULARITY: 0.5638676, DIVERSITY_MEAN_INTER_LIST: 0.9021902, DIVERSITY_HERFINDAHL: 0.9902124, COVERAGE_ITEM: 0.0333352, COVERAGE_ITEM_CORRECT: 0.0270779, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.9008791, DIVERSITY_GINI: 0.0076432, SHANNON_ENTROPY: 7.4615724, RATIO_DIVERSITY_HERFINDAHL: 0.9905834, RATIO_DIVERSITY_GINI: 0.0293379, RATIO_SHANNON_ENTROPY: 0.5993288, RATIO_AVERAGE_POPULARITY: 2.8421649, RATIO_NOVELTY: 0.0321635, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'num_factors': 5, 'epochs': 20, 'confidence_scaling': 'linear', 'alpha': 0.001, 'epsilon': 0.0030369932216171773, 'reg': 0.01} - results: PRECISION: 0.2113253, PRECISION_RECALL_MIN_DEN: 0.2126298, RECALL: 0.0457575, MAP: 0.1025818, MAP_MIN_DEN: 0.1031854, MRR: 0.4366076, NDCG: 0.2205036, F1: 0.0752264, HIT_RATE: 0.8704735, ARHR_ALL_HITS: 0.6658880, NOVELTY: 0.0052761, AVERAGE_POPULARITY: 0.6716085, DIVERSITY_MEAN_INTER_LIST: 0.7895444, DIVERSITY_HERFINDAHL: 0.9789487, COVERAGE_ITEM: 0.0117393, COVERAGE_ITEM_CORRECT: 0.0098012, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8699634, DIVERSITY_GINI: 0.0027582, SHANNON_ENTROPY: 6.0480941, RATIO_DIVERSITY_HERFINDAHL: 0.9793154, RATIO_DIVERSITY_GINI: 0.0105873, RATIO_SHANNON_ENTROPY: 0.4857953, RATIO_AVERAGE_POPULARITY: 3.3852312, RATIO_NOVELTY: 0.0310802, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'num_factors': 10, 'epochs': 55, 'confidence_scaling': 'log', 'alpha': 1.2724923438199218, 'epsilon': 0.001, 'reg': 0.01} - results: PRECISION: 0.2069271, PRECISION_RECALL_MIN_DEN: 0.2083093, RECALL: 0.0458024, MAP: 0.0987359, MAP_MIN_DEN: 0.0993962, MRR: 0.4301114, NDCG: 0.2154127, F1: 0.0750031, HIT_RATE: 0.8708401, ARHR_ALL_HITS: 0.6488485, NOVELTY: 0.0055514, AVERAGE_POPULARITY: 0.5322065, DIVERSITY_MEAN_INTER_LIST: 0.8975017, DIVERSITY_HERFINDAHL: 0.9897436, COVERAGE_ITEM: 0.0586965, COVERAGE_ITEM_CORRECT: 0.0426934, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8703297, DIVERSITY_GINI: 0.0103849, SHANNON_ENTROPY: 7.7357956, RATIO_DIVERSITY_HERFINDAHL: 0.9901144, RATIO_DIVERSITY_GINI: 0.0398616, RATIO_SHANNON_ENTROPY: 0.6213549, RATIO_AVERAGE_POPULARITY: 2.6825778, RATIO_NOVELTY: 0.0327018, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'num_factors': 129, 'epochs': 10, 'confidence_scaling': 'linear', 'alpha': 49.99999999999999, 'epsilon': 0.08337171774436741, 'reg': 1e-05} - results: PRECISION: 0.1014441, PRECISION_RECALL_MIN_DEN: 0.1029440, RECALL: 0.0284580, MAP: 0.0384807, MAP_MIN_DEN: 0.0390682, MRR: 0.2362161, NDCG: 0.1029541, F1: 0.0444472, HIT_RATE: 0.6304794, ARHR_ALL_HITS: 0.3008292, NOVELTY: 0.0066129, AVERAGE_POPULARITY: 0.1736151, DIVERSITY_MEAN_INTER_LIST: 0.9923553, DIVERSITY_HERFINDAHL: 0.9992283, COVERAGE_ITEM: 0.2823523, COVERAGE_ITEM_CORRECT: 0.1586467, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.6301099, DIVERSITY_GINI: 0.0999404, SHANNON_ENTROPY: 11.1837702, RATIO_DIVERSITY_HERFINDAHL: 0.9996026, RATIO_DIVERSITY_GINI: 0.3836127, RATIO_SHANNON_ENTROPY: 0.8983033, RATIO_AVERAGE_POPULARITY: 0.8751041, RATIO_NOVELTY: 0.0389554, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'num_factors': 38, 'epochs': 35, 'confidence_scaling': 'log', 'alpha': 4.015988805565422, 'epsilon': 10.0, 'reg': 1.4865297213514282e-05} - results: PRECISION: 0.2302155, PRECISION_RECALL_MIN_DEN: 0.2318620, RECALL: 0.0519743, MAP: 0.1111045, MAP_MIN_DEN: 0.1118744, MRR: 0.4525002, NDCG: 0.2370152, F1: 0.0848032, HIT_RATE: 0.9054391, ARHR_ALL_HITS: 0.7065272, NOVELTY: 0.0055318, AVERAGE_POPULARITY: 0.5207581, DIVERSITY_MEAN_INTER_LIST: 0.9338751, DIVERSITY_HERFINDAHL: 0.9933807, COVERAGE_ITEM: 0.0449084, COVERAGE_ITEM_CORRECT: 0.0358824, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.9049084, DIVERSITY_GINI: 0.0105386, SHANNON_ENTROPY: 7.9547104, RATIO_DIVERSITY_HERFINDAHL: 0.9937528, RATIO_DIVERSITY_GINI: 0.0404516, RATIO_SHANNON_ENTROPY: 0.6389386, RATIO_AVERAGE_POPULARITY: 2.6248724, RATIO_NOVELTY: 0.0325864, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'num_factors': 1, 'epochs': 5, 'confidence_scaling': 'linear', 'alpha': 0.04488859526998376, 'epsilon': 0.001, 'reg': 0.01} - results: PRECISION: 0.1862777, PRECISION_RECALL_MIN_DEN: 0.1875616, RECALL: 0.0388897, MAP: 0.0910300, MAP_MIN_DEN: 0.0916812, MRR: 0.4234177, NDCG: 0.1996919, F1: 0.0643457, HIT_RATE: 0.8293505, ARHR_ALL_HITS: 0.6170760, NOVELTY: 0.0051391, AVERAGE_POPULARITY: 0.7648933, DIVERSITY_MEAN_INTER_LIST: 0.5039728, DIVERSITY_HERFINDAHL: 0.9503936, COVERAGE_ITEM: 0.0021596, COVERAGE_ITEM_CORRECT: 0.0019935, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8288645, DIVERSITY_GINI: 0.0010684, SHANNON_ENTROPY: 4.4641071, RATIO_DIVERSITY_HERFINDAHL: 0.9507496, RATIO_DIVERSITY_GINI: 0.0041010, RATIO_SHANNON_ENTROPY: 0.3585662, RATIO_AVERAGE_POPULARITY: 3.8554318, RATIO_NOVELTY: 0.0302736, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'num_factors': 73, 'epochs': 145, 'confidence_scaling': 'linear', 'alpha': 1.5283665110809628, 'epsilon': 0.01091728594304944, 'reg': 0.01} - results: PRECISION: 0.2269535, PRECISION_RECALL_MIN_DEN: 0.2287941, RECALL: 0.0519329, MAP: 0.1087869, MAP_MIN_DEN: 0.1096893, MRR: 0.4466812, NDCG: 0.2334942, F1: 0.0845244, HIT_RATE: 0.9024337, ARHR_ALL_HITS: 0.6946252, NOVELTY: 0.0056334, AVERAGE_POPULARITY: 0.4714355, DIVERSITY_MEAN_INTER_LIST: 0.9550116, DIVERSITY_HERFINDAHL: 0.9954942, COVERAGE_ITEM: 0.0683316, COVERAGE_ITEM_CORRECT: 0.0533252, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.9019048, DIVERSITY_GINI: 0.0158368, SHANNON_ENTROPY: 8.5390586, RATIO_DIVERSITY_HERFINDAHL: 0.9958671, RATIO_DIVERSITY_GINI: 0.0607883, RATIO_SHANNON_ENTROPY: 0.6858747, RATIO_AVERAGE_POPULARITY: 2.3762624, RATIO_NOVELTY: 0.0331854, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'num_factors': 1, 'epochs': 5, 'confidence_scaling': 'log', 'alpha': 0.06398027786535081, 'epsilon': 0.001, 'reg': 0.002681081675244614} - results: PRECISION: 0.1861017, PRECISION_RECALL_MIN_DEN: 0.1873713, RECALL: 0.0388232, MAP: 0.0909580, MAP_MIN_DEN: 0.0916089, MRR: 0.4233390, NDCG: 0.1995617, F1: 0.0642443, HIT_RATE: 0.8289840, ARHR_ALL_HITS: 0.6168269, NOVELTY: 0.0051390, AVERAGE_POPULARITY: 0.7649832, DIVERSITY_MEAN_INTER_LIST: 0.5040081, DIVERSITY_HERFINDAHL: 0.9503971, COVERAGE_ITEM: 0.0021596, COVERAGE_ITEM_CORRECT: 0.0019935, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8284982, DIVERSITY_GINI: 0.0010687, SHANNON_ENTROPY: 4.4640416, RATIO_DIVERSITY_HERFINDAHL: 0.9507532, RATIO_DIVERSITY_GINI: 0.0041020, RATIO_SHANNON_ENTROPY: 0.3585610, RATIO_AVERAGE_POPULARITY: 3.8558847, RATIO_NOVELTY: 0.0302729, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'num_factors': 52, 'epochs': 30, 'confidence_scaling': 'linear', 'alpha': 0.15504553368718968, 'epsilon': 0.0021210897886621005, 'reg': 8.242477482842807e-05} - results: PRECISION: 0.2188389, PRECISION_RECALL_MIN_DEN: 0.2203646, RECALL: 0.0483259, MAP: 0.1043567, MAP_MIN_DEN: 0.1050184, MRR: 0.4347446, NDCG: 0.2250774, F1: 0.0791691, HIT_RATE: 0.8858672, ARHR_ALL_HITS: 0.6708227, NOVELTY: 0.0055747, AVERAGE_POPULARITY: 0.4851147, DIVERSITY_MEAN_INTER_LIST: 0.9490894, DIVERSITY_HERFINDAHL: 0.9949020, COVERAGE_ITEM: 0.0439670, COVERAGE_ITEM_CORRECT: 0.0365469, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8853480, DIVERSITY_GINI: 0.0114094, SHANNON_ENTROPY: 8.1167688, RATIO_DIVERSITY_HERFINDAHL: 0.9952747, RATIO_DIVERSITY_GINI: 0.0437939, RATIO_SHANNON_ENTROPY: 0.6519555, RATIO_AVERAGE_POPULARITY: 2.4452123, RATIO_NOVELTY: 0.0328392, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'num_factors': 52, 'epochs': 30, 'confidence_scaling': 'log', 'alpha': 0.001, 'epsilon': 0.02860696756829665, 'reg': 0.0037370453808457716} - results: PRECISION: 0.2152030, PRECISION_RECALL_MIN_DEN: 0.2165048, RECALL: 0.0468651, MAP: 0.1021019, MAP_MIN_DEN: 0.1026126, MRR: 0.4322864, NDCG: 0.2215992, F1: 0.0769686, HIT_RATE: 0.8813957, ARHR_ALL_HITS: 0.6621053, NOVELTY: 0.0055797, AVERAGE_POPULARITY: 0.4792729, DIVERSITY_MEAN_INTER_LIST: 0.9486886, DIVERSITY_HERFINDAHL: 0.9948619, COVERAGE_ITEM: 0.0421397, COVERAGE_ITEM_CORRECT: 0.0345534, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8808791, DIVERSITY_GINI: 0.0110837, SHANNON_ENTROPY: 8.0775337, RATIO_DIVERSITY_HERFINDAHL: 0.9952346, RATIO_DIVERSITY_GINI: 0.0425437, RATIO_SHANNON_ENTROPY: 0.6488040, RATIO_AVERAGE_POPULARITY: 2.4157667, RATIO_NOVELTY: 0.0328691, 
