SearchBayesianSkopt: Resuming 'ItemKNN_CFCBF_HybridRecommender_mixed_tversky' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 404, 'shrink': 245, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.392927588112716, 'tversky_beta': 1.8133639822586698, 'ICM_weight': 1.1671118619726781} - results: PRECISION: 0.2118492, PRECISION_RECALL_MIN_DEN: 0.2134709, RECALL: 0.0463237, MAP: 0.1033523, MAP_MIN_DEN: 0.1041096, MRR: 0.4445567, NDCG: 0.2225481, F1: 0.0760238, HIT_RATE: 0.8748350, ARHR_ALL_HITS: 0.6748431, NOVELTY: 0.0052039, AVERAGE_POPULARITY: 0.7317080, DIVERSITY_MEAN_INTER_LIST: 0.6669775, DIVERSITY_HERFINDAHL: 0.9666929, COVERAGE_ITEM: 0.0306772, COVERAGE_ITEM_CORRECT: 0.0134559, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8740659, DIVERSITY_GINI: 0.0019128, SHANNON_ENTROPY: 5.3613456, RATIO_DIVERSITY_HERFINDAHL: 0.9670658, RATIO_DIVERSITY_GINI: 0.0077229, RATIO_SHANNON_ENTROPY: 0.4327394, RATIO_AVERAGE_POPULARITY: 3.5719243, RATIO_NOVELTY: 0.0306078, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 1.1635834876163842, 'ICM_weight': 971.0111933201534} - results: PRECISION: 0.0320062, PRECISION_RECALL_MIN_DEN: 0.0320740, RECALL: 0.0052428, MAP: 0.0155580, MAP_MIN_DEN: 0.0155879, MRR: 0.1159519, NDCG: 0.0390856, F1: 0.0090098, HIT_RATE: 0.2347852, ARHR_ALL_HITS: 0.1337268, NOVELTY: 0.0083083, AVERAGE_POPULARITY: 0.0392618, DIVERSITY_MEAN_INTER_LIST: 0.9893565, DIVERSITY_HERFINDAHL: 0.9989284, COVERAGE_ITEM: 0.7420677, COVERAGE_ITEM_CORRECT: 0.0905919, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.2345788, DIVERSITY_GINI: 0.2609597, SHANNON_ENTROPY: 11.9874349, RATIO_DIVERSITY_HERFINDAHL: 0.9993137, RATIO_DIVERSITY_GINI: 1.0536028, RATIO_SHANNON_ENTROPY: 0.9675622, RATIO_AVERAGE_POPULARITY: 0.1916613, RATIO_NOVELTY: 0.0488664, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 314, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1144017393750194, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2086010, PRECISION_RECALL_MIN_DEN: 0.2103614, RECALL: 0.0458984, MAP: 0.1027292, MAP_MIN_DEN: 0.1035384, MRR: 0.4477145, NDCG: 0.2211095, F1: 0.0752415, HIT_RATE: 0.8707288, ARHR_ALL_HITS: 0.6752489, NOVELTY: 0.0051741, AVERAGE_POPULARITY: 0.7490073, DIVERSITY_MEAN_INTER_LIST: 0.6313497, DIVERSITY_HERFINDAHL: 0.9631303, COVERAGE_ITEM: 0.0241985, COVERAGE_ITEM_CORRECT: 0.0102996, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8699634, DIVERSITY_GINI: 0.0016151, SHANNON_ENTROPY: 5.1431991, RATIO_DIVERSITY_HERFINDAHL: 0.9635019, RATIO_DIVERSITY_GINI: 0.0065210, RATIO_SHANNON_ENTROPY: 0.4151318, RATIO_AVERAGE_POPULARITY: 3.6563734, RATIO_NOVELTY: 0.0304324, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.1989148, PRECISION_RECALL_MIN_DEN: 0.2006656, RECALL: 0.0428206, MAP: 0.0978338, MAP_MIN_DEN: 0.0986907, MRR: 0.4377475, NDCG: 0.2122737, F1: 0.0704708, HIT_RATE: 0.8506379, ARHR_ALL_HITS: 0.6516007, NOVELTY: 0.0051357, AVERAGE_POPULARITY: 0.7737180, DIVERSITY_MEAN_INTER_LIST: 0.5463973, DIVERSITY_HERFINDAHL: 0.9546357, COVERAGE_ITEM: 0.0107426, COVERAGE_ITEM_CORRECT: 0.0038208, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8498901, DIVERSITY_GINI: 0.0011801, SHANNON_ENTROPY: 4.6545625, RATIO_DIVERSITY_HERFINDAHL: 0.9550040, RATIO_DIVERSITY_GINI: 0.0047646, RATIO_SHANNON_ENTROPY: 0.3756916, RATIO_AVERAGE_POPULARITY: 3.7770016, RATIO_NOVELTY: 0.0302062, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2081830, PRECISION_RECALL_MIN_DEN: 0.2098356, RECALL: 0.0451331, MAP: 0.1009921, MAP_MIN_DEN: 0.1017625, MRR: 0.4378513, NDCG: 0.2185382, F1: 0.0741836, HIT_RATE: 0.8672826, ARHR_ALL_HITS: 0.6621919, NOVELTY: 0.0051903, AVERAGE_POPULARITY: 0.7329807, DIVERSITY_MEAN_INTER_LIST: 0.6598787, DIVERSITY_HERFINDAHL: 0.9659830, COVERAGE_ITEM: 0.0230910, COVERAGE_ITEM_CORRECT: 0.0094136, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8665201, DIVERSITY_GINI: 0.0016863, SHANNON_ENTROPY: 5.2422071, RATIO_DIVERSITY_HERFINDAHL: 0.9663557, RATIO_DIVERSITY_GINI: 0.0068084, RATIO_SHANNON_ENTROPY: 0.4231231, RATIO_AVERAGE_POPULARITY: 3.5781372, RATIO_NOVELTY: 0.0305277, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 282, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 8963.748402347404} - results: PRECISION: 0.2125898, PRECISION_RECALL_MIN_DEN: 0.2143869, RECALL: 0.0470237, MAP: 0.1027786, MAP_MIN_DEN: 0.1035397, MRR: 0.4388368, NDCG: 0.2219102, F1: 0.0770126, HIT_RATE: 0.8771814, ARHR_ALL_HITS: 0.6688096, NOVELTY: 0.0052440, AVERAGE_POPULARITY: 0.7094596, DIVERSITY_MEAN_INTER_LIST: 0.7081906, DIVERSITY_HERFINDAHL: 0.9708139, COVERAGE_ITEM: 0.0442992, COVERAGE_ITEM_CORRECT: 0.0178304, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8764103, DIVERSITY_GINI: 0.0024692, SHANNON_ENTROPY: 5.6617488, RATIO_DIVERSITY_HERFINDAHL: 0.9711884, RATIO_DIVERSITY_GINI: 0.0099692, RATIO_SHANNON_ENTROPY: 0.4569863, RATIO_AVERAGE_POPULARITY: 3.4633159, RATIO_NOVELTY: 0.0308435, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2011659, PRECISION_RECALL_MIN_DEN: 0.2029409, RECALL: 0.0433729, MAP: 0.0989511, MAP_MIN_DEN: 0.0998047, MRR: 0.4405377, NDCG: 0.2143627, F1: 0.0713601, HIT_RATE: 0.8540842, ARHR_ALL_HITS: 0.6573067, NOVELTY: 0.0051399, AVERAGE_POPULARITY: 0.7710963, DIVERSITY_MEAN_INTER_LIST: 0.5589790, DIVERSITY_HERFINDAHL: 0.9558938, COVERAGE_ITEM: 0.0098012, COVERAGE_ITEM_CORRECT: 0.0049837, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8533333, DIVERSITY_GINI: 0.0012180, SHANNON_ENTROPY: 4.7233497, RATIO_DIVERSITY_HERFINDAHL: 0.9562625, RATIO_DIVERSITY_GINI: 0.0049177, RATIO_SHANNON_ENTROPY: 0.3812437, RATIO_AVERAGE_POPULARITY: 3.7642034, RATIO_NOVELTY: 0.0302309, 
SearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 748, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'ICM_weight': 1688.7056698455997} - results: PRECISION: 0.0715647, PRECISION_RECALL_MIN_DEN: 0.0717247, RECALL: 0.0123430, MAP: 0.0274051, MAP_MIN_DEN: 0.0274672, MRR: 0.1750505, NDCG: 0.0731626, F1: 0.0210546, HIT_RATE: 0.4662707, ARHR_ALL_HITS: 0.2181605, NOVELTY: 0.0077128, AVERAGE_POPULARITY: 0.0487380, DIVERSITY_MEAN_INTER_LIST: 0.9975141, DIVERSITY_HERFINDAHL: 0.9997441, COVERAGE_ITEM: 0.7065729, COVERAGE_ITEM_CORRECT: 0.2575447, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.4658608, DIVERSITY_GINI: 0.2708296, SHANNON_ENTROPY: 12.6283579, RATIO_DIVERSITY_HERFINDAHL: 1.0001298, RATIO_DIVERSITY_GINI: 1.0934519, RATIO_SHANNON_ENTROPY: 1.0192941, RATIO_AVERAGE_POPULARITY: 0.2379206, RATIO_NOVELTY: 0.0453640, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4828690389447885, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2041868, PRECISION_RECALL_MIN_DEN: 0.2059781, RECALL: 0.0456881, MAP: 0.0964784, MAP_MIN_DEN: 0.0971291, MRR: 0.4281708, NDCG: 0.2127847, F1: 0.0746686, HIT_RATE: 0.8728553, ARHR_ALL_HITS: 0.6409927, NOVELTY: 0.0053696, AVERAGE_POPULARITY: 0.6109864, DIVERSITY_MEAN_INTER_LIST: 0.8908520, DIVERSITY_HERFINDAHL: 0.9890787, COVERAGE_ITEM: 0.0632925, COVERAGE_ITEM_CORRECT: 0.0249737, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8720879, DIVERSITY_GINI: 0.0064872, SHANNON_ENTROPY: 7.2196498, RATIO_DIVERSITY_HERFINDAHL: 0.9894602, RATIO_DIVERSITY_GINI: 0.0261916, RATIO_SHANNON_ENTROPY: 0.5827318, RATIO_AVERAGE_POPULARITY: 2.9826070, RATIO_NOVELTY: 0.0315819, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1000, 'shrink': 578, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'ICM_weight': 1.0772667401700369} - results: PRECISION: 0.2007919, PRECISION_RECALL_MIN_DEN: 0.2025112, RECALL: 0.0432226, MAP: 0.0986560, MAP_MIN_DEN: 0.0994984, MRR: 0.4386445, NDCG: 0.2137263, F1: 0.0711330, HIT_RATE: 0.8524710, ARHR_ALL_HITS: 0.6548617, NOVELTY: 0.0051411, AVERAGE_POPULARITY: 0.7698098, DIVERSITY_MEAN_INTER_LIST: 0.5675580, DIVERSITY_HERFINDAHL: 0.9567516, COVERAGE_ITEM: 0.0132898, COVERAGE_ITEM_CORRECT: 0.0048175, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8517216, DIVERSITY_GINI: 0.0012520, SHANNON_ENTROPY: 4.7689547, RATIO_DIVERSITY_HERFINDAHL: 0.9571207, RATIO_DIVERSITY_GINI: 0.0050548, RATIO_SHANNON_ENTROPY: 0.3849247, RATIO_AVERAGE_POPULARITY: 3.7579233, RATIO_NOVELTY: 0.0302383, 
SearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3570597514481924, 'tversky_beta': 2.0, 'ICM_weight': 3804.384898190716} - results: PRECISION: 0.2067532, PRECISION_RECALL_MIN_DEN: 0.2083963, RECALL: 0.0447597, MAP: 0.1015007, MAP_MIN_DEN: 0.1022423, MRR: 0.4429421, NDCG: 0.2188359, F1: 0.0735883, HIT_RATE: 0.8633231, ARHR_ALL_HITS: 0.6676683, NOVELTY: 0.0051641, AVERAGE_POPULARITY: 0.7544823, DIVERSITY_MEAN_INTER_LIST: 0.6132217, DIVERSITY_HERFINDAHL: 0.9613177, COVERAGE_ITEM: 0.0196578, COVERAGE_ITEM_CORRECT: 0.0073647, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8625641, DIVERSITY_GINI: 0.0014502, SHANNON_ENTROPY: 4.9983110, RATIO_DIVERSITY_HERFINDAHL: 0.9616885, RATIO_DIVERSITY_GINI: 0.0058552, RATIO_SHANNON_ENTROPY: 0.4034371, RATIO_AVERAGE_POPULARITY: 3.6831000, RATIO_NOVELTY: 0.0303735, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 5, 'shrink': 661, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 2288.8878188780322} - results: PRECISION: 0.2158454, PRECISION_RECALL_MIN_DEN: 0.2176893, RECALL: 0.0485463, MAP: 0.1033825, MAP_MIN_DEN: 0.1042321, MRR: 0.4423581, NDCG: 0.2244143, F1: 0.0792650, HIT_RATE: 0.8841472, ARHR_ALL_HITS: 0.6743203, NOVELTY: 0.0054875, AVERAGE_POPULARITY: 0.5524935, DIVERSITY_MEAN_INTER_LIST: 0.9209968, DIVERSITY_HERFINDAHL: 0.9920929, COVERAGE_ITEM: 0.0900936, COVERAGE_ITEM_CORRECT: 0.0368237, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8833700, DIVERSITY_GINI: 0.0098902, SHANNON_ENTROPY: 7.7913015, RATIO_DIVERSITY_HERFINDAHL: 0.9924756, RATIO_DIVERSITY_GINI: 0.0399307, RATIO_SHANNON_ENTROPY: 0.6288725, RATIO_AVERAGE_POPULARITY: 2.6970664, RATIO_NOVELTY: 0.0322759, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2112372925071295, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.1951899, PRECISION_RECALL_MIN_DEN: 0.1966076, RECALL: 0.0428110, MAP: 0.0902779, MAP_MIN_DEN: 0.0908882, MRR: 0.4118498, NDCG: 0.2024556, F1: 0.0702206, HIT_RATE: 0.8621499, ARHR_ALL_HITS: 0.6077900, NOVELTY: 0.0054330, AVERAGE_POPULARITY: 0.5925956, DIVERSITY_MEAN_INTER_LIST: 0.8978608, DIVERSITY_HERFINDAHL: 0.9897795, COVERAGE_ITEM: 0.0772468, COVERAGE_ITEM_CORRECT: 0.0353840, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8613919, DIVERSITY_GINI: 0.0078994, SHANNON_ENTROPY: 7.4369198, RATIO_DIVERSITY_HERFINDAHL: 0.9901613, RATIO_DIVERSITY_GINI: 0.0318931, RATIO_SHANNON_ENTROPY: 0.6002687, RATIO_AVERAGE_POPULARITY: 2.8928300, RATIO_NOVELTY: 0.0319553, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 5, 'shrink': 548, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.1950134246621636, 'ICM_weight': 3.5674049334590907} - results: PRECISION: 0.1804004, PRECISION_RECALL_MIN_DEN: 0.1817721, RECALL: 0.0392226, MAP: 0.0828603, MAP_MIN_DEN: 0.0834504, MRR: 0.3942741, NDCG: 0.1886591, F1: 0.0644357, HIT_RATE: 0.8342866, ARHR_ALL_HITS: 0.5702116, NOVELTY: 0.0054154, AVERAGE_POPULARITY: 0.5767524, DIVERSITY_MEAN_INTER_LIST: 0.9195570, DIVERSITY_HERFINDAHL: 0.9919490, COVERAGE_ITEM: 0.0603023, COVERAGE_ITEM_CORRECT: 0.0261366, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8335531, DIVERSITY_GINI: 0.0081962, SHANNON_ENTROPY: 7.5998110, RATIO_DIVERSITY_HERFINDAHL: 0.9923316, RATIO_DIVERSITY_GINI: 0.0330914, RATIO_SHANNON_ENTROPY: 0.6134164, RATIO_AVERAGE_POPULARITY: 2.8154892, RATIO_NOVELTY: 0.0318516, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 4351.138114572261} - results: PRECISION: 0.2092682, PRECISION_RECALL_MIN_DEN: 0.2109109, RECALL: 0.0455297, MAP: 0.1008479, MAP_MIN_DEN: 0.1016056, MRR: 0.4351971, NDCG: 0.2186806, F1: 0.0747881, HIT_RATE: 0.8713888, ARHR_ALL_HITS: 0.6598928, NOVELTY: 0.0052478, AVERAGE_POPULARITY: 0.7027226, DIVERSITY_MEAN_INTER_LIST: 0.7106916, DIVERSITY_HERFINDAHL: 0.9710639, COVERAGE_ITEM: 0.0341104, COVERAGE_ITEM_CORRECT: 0.0147295, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8706227, DIVERSITY_GINI: 0.0022057, SHANNON_ENTROPY: 5.5880655, RATIO_DIVERSITY_HERFINDAHL: 0.9714385, RATIO_DIVERSITY_GINI: 0.0089054, RATIO_SHANNON_ENTROPY: 0.4510390, RATIO_AVERAGE_POPULARITY: 3.4304286, RATIO_NOVELTY: 0.0308657, 
SearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 1000, 'shrink': 253, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5654176344356705, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2099208, PRECISION_RECALL_MIN_DEN: 0.2115864, RECALL: 0.0456700, MAP: 0.1020513, MAP_MIN_DEN: 0.1028371, MRR: 0.4418831, NDCG: 0.2205093, F1: 0.0750190, HIT_RATE: 0.8713888, ARHR_ALL_HITS: 0.6686426, NOVELTY: 0.0051998, AVERAGE_POPULARITY: 0.7322838, DIVERSITY_MEAN_INTER_LIST: 0.6585619, DIVERSITY_HERFINDAHL: 0.9658514, COVERAGE_ITEM: 0.0254167, COVERAGE_ITEM_CORRECT: 0.0111302, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8706227, DIVERSITY_GINI: 0.0017526, SHANNON_ENTROPY: 5.2745304, RATIO_DIVERSITY_HERFINDAHL: 0.9662239, RATIO_DIVERSITY_GINI: 0.0070758, RATIO_SHANNON_ENTROPY: 0.4257321, RATIO_AVERAGE_POPULARITY: 3.5747352, RATIO_NOVELTY: 0.0305833, 
SearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 6.612207756980858} - results: PRECISION: 0.2121939, PRECISION_RECALL_MIN_DEN: 0.2140925, RECALL: 0.0477014, MAP: 0.1013085, MAP_MIN_DEN: 0.1021774, MRR: 0.4383923, NDCG: 0.2209850, F1: 0.0778924, HIT_RATE: 0.8819475, ARHR_ALL_HITS: 0.6647666, NOVELTY: 0.0054387, AVERAGE_POPULARITY: 0.5740134, DIVERSITY_MEAN_INTER_LIST: 0.9125548, DIVERSITY_HERFINDAHL: 0.9912488, COVERAGE_ITEM: 0.0777452, COVERAGE_ITEM_CORRECT: 0.0309541, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8811722, DIVERSITY_GINI: 0.0084076, SHANNON_ENTROPY: 7.5823030, RATIO_DIVERSITY_HERFINDAHL: 0.9916312, RATIO_DIVERSITY_GINI: 0.0339450, RATIO_SHANNON_ENTROPY: 0.6120033, RATIO_AVERAGE_POPULARITY: 2.8021185, RATIO_NOVELTY: 0.0319887, 
SearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.30297553450564096, 'tversky_beta': 0.9750973261270328, 'ICM_weight': 1.0} - results: PRECISION: 0.2026983, PRECISION_RECALL_MIN_DEN: 0.2044676, RECALL: 0.0438575, MAP: 0.0997101, MAP_MIN_DEN: 0.1005108, MRR: 0.4404752, NDCG: 0.2155593, F1: 0.0721122, HIT_RATE: 0.8576771, ARHR_ALL_HITS: 0.6598837, NOVELTY: 0.0051430, AVERAGE_POPULARITY: 0.7688881, DIVERSITY_MEAN_INTER_LIST: 0.5667082, DIVERSITY_HERFINDAHL: 0.9566667, COVERAGE_ITEM: 0.0135666, COVERAGE_ITEM_CORRECT: 0.0054267, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8569231, DIVERSITY_GINI: 0.0012470, SHANNON_ENTROPY: 4.7533476, RATIO_DIVERSITY_HERFINDAHL: 0.9570357, RATIO_DIVERSITY_GINI: 0.0050348, RATIO_SHANNON_ENTROPY: 0.3836650, RATIO_AVERAGE_POPULARITY: 3.7534239, RATIO_NOVELTY: 0.0302495, 
SearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 392, 'shrink': 760, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8185569886030343, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2082710, PRECISION_RECALL_MIN_DEN: 0.2100858, RECALL: 0.0456477, MAP: 0.1024109, MAP_MIN_DEN: 0.1032522, MRR: 0.4469070, NDCG: 0.2207169, F1: 0.0748830, HIT_RATE: 0.8694090, ARHR_ALL_HITS: 0.6736944, NOVELTY: 0.0051689, AVERAGE_POPULARITY: 0.7531303, DIVERSITY_MEAN_INTER_LIST: 0.6169444, DIVERSITY_HERFINDAHL: 0.9616899, COVERAGE_ITEM: 0.0222604, COVERAGE_ITEM_CORRECT: 0.0098012, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8686447, DIVERSITY_GINI: 0.0015262, SHANNON_ENTROPY: 5.0617508, RATIO_DIVERSITY_HERFINDAHL: 0.9620609, RATIO_DIVERSITY_GINI: 0.0061619, RATIO_SHANNON_ENTROPY: 0.4085577, RATIO_AVERAGE_POPULARITY: 3.6764999, RATIO_NOVELTY: 0.0304019, 
SearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 540, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9600315118232872, 'tversky_beta': 1.1629134055444943, 'ICM_weight': 10000.0} - results: PRECISION: 0.2085276, PRECISION_RECALL_MIN_DEN: 0.2103267, RECALL: 0.0455881, MAP: 0.1023219, MAP_MIN_DEN: 0.1031119, MRR: 0.4439351, NDCG: 0.2203391, F1: 0.0748192, HIT_RATE: 0.8671359, ARHR_ALL_HITS: 0.6710869, NOVELTY: 0.0051706, AVERAGE_POPULARITY: 0.7495305, DIVERSITY_MEAN_INTER_LIST: 0.6301056, DIVERSITY_HERFINDAHL: 0.9630059, COVERAGE_ITEM: 0.0215405, COVERAGE_ITEM_CORRECT: 0.0086937, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8663736, DIVERSITY_GINI: 0.0015463, SHANNON_ENTROPY: 5.0950091, RATIO_DIVERSITY_HERFINDAHL: 0.9633774, RATIO_DIVERSITY_GINI: 0.0062430, RATIO_SHANNON_ENTROPY: 0.4112421, RATIO_AVERAGE_POPULARITY: 3.6589273, RATIO_NOVELTY: 0.0304115, 
SearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 672, 'shrink': 708, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.571763332999394, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2090482, PRECISION_RECALL_MIN_DEN: 0.2107835, RECALL: 0.0456324, MAP: 0.1022527, MAP_MIN_DEN: 0.1030441, MRR: 0.4446885, NDCG: 0.2206078, F1: 0.0749125, HIT_RATE: 0.8697756, ARHR_ALL_HITS: 0.6714220, NOVELTY: 0.0051802, AVERAGE_POPULARITY: 0.7435391, DIVERSITY_MEAN_INTER_LIST: 0.6406363, DIVERSITY_HERFINDAHL: 0.9640589, COVERAGE_ITEM: 0.0240323, COVERAGE_ITEM_CORRECT: 0.0097458, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8690110, DIVERSITY_GINI: 0.0016230, SHANNON_ENTROPY: 5.1583108, RATIO_DIVERSITY_HERFINDAHL: 0.9644308, RATIO_DIVERSITY_GINI: 0.0065527, RATIO_SHANNON_ENTROPY: 0.4163515, RATIO_AVERAGE_POPULARITY: 3.6296793, RATIO_NOVELTY: 0.0304682, 
SearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 574, 'shrink': 198, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 1.0} - results: PRECISION: 0.2097302, PRECISION_RECALL_MIN_DEN: 0.2114623, RECALL: 0.0459529, MAP: 0.1019949, MAP_MIN_DEN: 0.1027525, MRR: 0.4407952, NDCG: 0.2203340, F1: 0.0753880, HIT_RATE: 0.8738085, ARHR_ALL_HITS: 0.6679046, NOVELTY: 0.0052236, AVERAGE_POPULARITY: 0.7158365, DIVERSITY_MEAN_INTER_LIST: 0.6907705, DIVERSITY_HERFINDAHL: 0.9690720, COVERAGE_ITEM: 0.0320062, COVERAGE_ITEM_CORRECT: 0.0135666, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8730403, DIVERSITY_GINI: 0.0020460, SHANNON_ENTROPY: 5.4743077, RATIO_DIVERSITY_HERFINDAHL: 0.9694458, RATIO_DIVERSITY_GINI: 0.0082607, RATIO_SHANNON_ENTROPY: 0.4418571, RATIO_AVERAGE_POPULARITY: 3.4944459, RATIO_NOVELTY: 0.0307232, 
SearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 5, 'shrink': 441, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3558659260986823, 'tversky_beta': 1.341295398120191, 'ICM_weight': 5821.003568230766} - results: PRECISION: 0.1775480, PRECISION_RECALL_MIN_DEN: 0.1788758, RECALL: 0.0383921, MAP: 0.0814382, MAP_MIN_DEN: 0.0819897, MRR: 0.3899178, NDCG: 0.1857961, F1: 0.0631328, HIT_RATE: 0.8278340, ARHR_ALL_HITS: 0.5621138, NOVELTY: 0.0053773, AVERAGE_POPULARITY: 0.6054213, DIVERSITY_MEAN_INTER_LIST: 0.8966175, DIVERSITY_HERFINDAHL: 0.9896552, COVERAGE_ITEM: 0.0609115, COVERAGE_ITEM_CORRECT: 0.0279085, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8271062, DIVERSITY_GINI: 0.0068929, SHANNON_ENTROPY: 7.3098186, RATIO_DIVERSITY_HERFINDAHL: 0.9900369, RATIO_DIVERSITY_GINI: 0.0278296, RATIO_SHANNON_ENTROPY: 0.5900098, RATIO_AVERAGE_POPULARITY: 2.9554401, RATIO_NOVELTY: 0.0316277, 
