SearchBayesianSkopt: Extending previous number of cases from 50 to 150.
SearchBayesianSkopt: Search interrupted due to ValueError. The evaluated configurations may have had all the same value.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 1208, 'l1_ratio': 1.046137916765057e-05, 'alpha': 0.5119339467956279} - results: PRECISION: 0.2351565, PRECISION_RECALL_MIN_DEN: 0.2376518, RECALL: 0.0540540, MAP: 0.1152662, MAP_MIN_DEN: 0.1162066, MRR: 0.4636224, NDCG: 0.2435698, F1: 0.0879025, HIT_RATE: 0.9092309, ARHR_ALL_HITS: 0.7279796, NOVELTY: 0.0053084, AVERAGE_POPULARITY: 0.6536793, DIVERSITY_MEAN_INTER_LIST: 0.8141581, DIVERSITY_HERFINDAHL: 0.9814098, COVERAGE_ITEM: 0.0398693, COVERAGE_ITEM_CORRECT: 0.0240323, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9084982, DIVERSITY_GINI: 0.0042627, SHANNON_ENTROPY: 6.5586445, RATIO_DIVERSITY_HERFINDAHL: 0.9817884, RATIO_DIVERSITY_GINI: 0.0172122, RATIO_SHANNON_ENTROPY: 0.5293777, RATIO_AVERAGE_POPULARITY: 3.2324266, RATIO_NOVELTY: 0.0312219, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1276, 'l1_ratio': 4.337936132448354e-05, 'alpha': 0.45550477711039616} - results: PRECISION: 0.2359850, PRECISION_RECALL_MIN_DEN: 0.2385150, RECALL: 0.0543539, MAP: 0.1155587, MAP_MIN_DEN: 0.1165049, MRR: 0.4638935, NDCG: 0.2441245, F1: 0.0883568, HIT_RATE: 0.9101107, ARHR_ALL_HITS: 0.7288103, NOVELTY: 0.0053183, AVERAGE_POPULARITY: 0.6479782, DIVERSITY_MEAN_INTER_LIST: 0.8210539, DIVERSITY_HERFINDAHL: 0.9820994, COVERAGE_ITEM: 0.0406446, COVERAGE_ITEM_CORRECT: 0.0250291, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9093773, DIVERSITY_GINI: 0.0044879, SHANNON_ENTROPY: 6.6298842, RATIO_DIVERSITY_HERFINDAHL: 0.9824782, RATIO_DIVERSITY_GINI: 0.0181216, RATIO_SHANNON_ENTROPY: 0.5351277, RATIO_AVERAGE_POPULARITY: 3.2042345, RATIO_NOVELTY: 0.0312805, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 917, 'l1_ratio': 0.004338296602589274, 'alpha': 0.2773141455630169} - results: PRECISION: 0.2364470, PRECISION_RECALL_MIN_DEN: 0.2389560, RECALL: 0.0544347, MAP: 0.1154565, MAP_MIN_DEN: 0.1164060, MRR: 0.4646422, NDCG: 0.2443849, F1: 0.0884959, HIT_RATE: 0.9113571, ARHR_ALL_HITS: 0.7292805, NOVELTY: 0.0053370, AVERAGE_POPULARITY: 0.6355332, DIVERSITY_MEAN_INTER_LIST: 0.8380963, DIVERSITY_HERFINDAHL: 0.9838035, COVERAGE_ITEM: 0.0426380, COVERAGE_ITEM_CORRECT: 0.0256936, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9106227, DIVERSITY_GINI: 0.0049990, SHANNON_ENTROPY: 6.7917964, RATIO_DIVERSITY_HERFINDAHL: 0.9841830, RATIO_DIVERSITY_GINI: 0.0201856, RATIO_SHANNON_ENTROPY: 0.5481964, RATIO_AVERAGE_POPULARITY: 3.1426946, RATIO_NOVELTY: 0.0313902, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1029, 'l1_ratio': 2.8420741212792074e-05, 'alpha': 0.2920386047305662} - results: PRECISION: 0.2373195, PRECISION_RECALL_MIN_DEN: 0.2398210, RECALL: 0.0547634, MAP: 0.1161401, MAP_MIN_DEN: 0.1170851, MRR: 0.4646478, NDCG: 0.2452737, F1: 0.0889913, HIT_RATE: 0.9118704, ARHR_ALL_HITS: 0.7317403, NOVELTY: 0.0053597, AVERAGE_POPULARITY: 0.6250768, DIVERSITY_MEAN_INTER_LIST: 0.8455462, DIVERSITY_HERFINDAHL: 0.9845484, COVERAGE_ITEM: 0.0459051, COVERAGE_ITEM_CORRECT: 0.0282408, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9111355, DIVERSITY_GINI: 0.0054733, SHANNON_ENTROPY: 6.9028271, RATIO_DIVERSITY_HERFINDAHL: 0.9849282, RATIO_DIVERSITY_GINI: 0.0221007, RATIO_SHANNON_ENTROPY: 0.5571582, RATIO_AVERAGE_POPULARITY: 3.0909876, RATIO_NOVELTY: 0.0315241, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1287, 'l1_ratio': 0.0008476134412496849, 'alpha': 0.7616595782896226} - results: PRECISION: 0.2326344, PRECISION_RECALL_MIN_DEN: 0.2348684, RECALL: 0.0529162, MAP: 0.1139878, MAP_MIN_DEN: 0.1149129, MRR: 0.4627076, NDCG: 0.2413823, F1: 0.0862203, HIT_RATE: 0.9064448, ARHR_ALL_HITS: 0.7230362, NOVELTY: 0.0052646, AVERAGE_POPULARITY: 0.6785969, DIVERSITY_MEAN_INTER_LIST: 0.7822896, DIVERSITY_HERFINDAHL: 0.9782232, COVERAGE_ITEM: 0.0340550, COVERAGE_ITEM_CORRECT: 0.0196578, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9057143, DIVERSITY_GINI: 0.0033713, SHANNON_ENTROPY: 6.2438598, RATIO_DIVERSITY_HERFINDAHL: 0.9786006, RATIO_DIVERSITY_GINI: 0.0136128, RATIO_SHANNON_ENTROPY: 0.5039700, RATIO_AVERAGE_POPULARITY: 3.3556431, RATIO_NOVELTY: 0.0309643, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1445, 'l1_ratio': 0.0006425118286025318, 'alpha': 0.6841375803306394} - results: PRECISION: 0.2336022, PRECISION_RECALL_MIN_DEN: 0.2358915, RECALL: 0.0532666, MAP: 0.1144408, MAP_MIN_DEN: 0.1153647, MRR: 0.4630603, NDCG: 0.2422159, F1: 0.0867519, HIT_RATE: 0.9071046, ARHR_ALL_HITS: 0.7250042, NOVELTY: 0.0052758, AVERAGE_POPULARITY: 0.6720510, DIVERSITY_MEAN_INTER_LIST: 0.7915597, DIVERSITY_HERFINDAHL: 0.9791502, COVERAGE_ITEM: 0.0352179, COVERAGE_ITEM_CORRECT: 0.0208206, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9063736, DIVERSITY_GINI: 0.0035952, SHANNON_ENTROPY: 6.3308588, RATIO_DIVERSITY_HERFINDAHL: 0.9795279, RATIO_DIVERSITY_GINI: 0.0145171, RATIO_SHANNON_ENTROPY: 0.5109921, RATIO_AVERAGE_POPULARITY: 3.3232738, RATIO_NOVELTY: 0.0310303, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1205, 'l1_ratio': 0.00017227308401276896, 'alpha': 0.4409530594747136} - results: PRECISION: 0.2359557, PRECISION_RECALL_MIN_DEN: 0.2384664, RECALL: 0.0543012, MAP: 0.1155698, MAP_MIN_DEN: 0.1165127, MRR: 0.4637655, NDCG: 0.2440940, F1: 0.0882851, HIT_RATE: 0.9094508, ARHR_ALL_HITS: 0.7287317, NOVELTY: 0.0053200, AVERAGE_POPULARITY: 0.6469234, DIVERSITY_MEAN_INTER_LIST: 0.8224442, DIVERSITY_HERFINDAHL: 0.9822384, COVERAGE_ITEM: 0.0408107, COVERAGE_ITEM_CORRECT: 0.0251398, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9087179, DIVERSITY_GINI: 0.0045336, SHANNON_ENTROPY: 6.6441429, RATIO_DIVERSITY_HERFINDAHL: 0.9826173, RATIO_DIVERSITY_GINI: 0.0183063, RATIO_SHANNON_ENTROPY: 0.5362786, RATIO_AVERAGE_POPULARITY: 3.1990185, RATIO_NOVELTY: 0.0312905, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1334, 'l1_ratio': 0.0005259672256841062, 'alpha': 0.33078990707965905} - results: PRECISION: 0.2372021, PRECISION_RECALL_MIN_DEN: 0.2396862, RECALL: 0.0546960, MAP: 0.1159439, MAP_MIN_DEN: 0.1168842, MRR: 0.4634640, NDCG: 0.2449182, F1: 0.0888941, HIT_RATE: 0.9107706, ARHR_ALL_HITS: 0.7300656, NOVELTY: 0.0053428, AVERAGE_POPULARITY: 0.6338164, DIVERSITY_MEAN_INTER_LIST: 0.8376581, DIVERSITY_HERFINDAHL: 0.9837597, COVERAGE_ITEM: 0.0435794, COVERAGE_ITEM_CORRECT: 0.0270779, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9100366, DIVERSITY_GINI: 0.0051039, SHANNON_ENTROPY: 6.8084704, RATIO_DIVERSITY_HERFINDAHL: 0.9841391, RATIO_DIVERSITY_GINI: 0.0206090, RATIO_SHANNON_ENTROPY: 0.5495422, RATIO_AVERAGE_POPULARITY: 3.1342051, RATIO_NOVELTY: 0.0314245, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1127, 'l1_ratio': 0.0010508977335819977, 'alpha': 0.035359256926387146} - results: PRECISION: 0.2393357, PRECISION_RECALL_MIN_DEN: 0.2417439, RECALL: 0.0554903, MAP: 0.1166434, MAP_MIN_DEN: 0.1176016, MRR: 0.4659375, NDCG: 0.2465769, F1: 0.0900926, HIT_RATE: 0.9148765, ARHR_ALL_HITS: 0.7341085, NOVELTY: 0.0055655, AVERAGE_POPULARITY: 0.5239207, DIVERSITY_MEAN_INTER_LIST: 0.9193293, DIVERSITY_HERFINDAHL: 0.9919262, COVERAGE_ITEM: 0.0820643, COVERAGE_ITEM_CORRECT: 0.0523285, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9141392, DIVERSITY_GINI: 0.0120214, SHANNON_ENTROPY: 8.0069287, RATIO_DIVERSITY_HERFINDAHL: 0.9923088, RATIO_DIVERSITY_GINI: 0.0485413, RATIO_SHANNON_ENTROPY: 0.6462752, RATIO_AVERAGE_POPULARITY: 2.5907735, RATIO_NOVELTY: 0.0327341, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1073, 'l1_ratio': 0.006512889283072804, 'alpha': 0.3762363821668742} - results: PRECISION: 0.2336168, PRECISION_RECALL_MIN_DEN: 0.2360174, RECALL: 0.0535972, MAP: 0.1140563, MAP_MIN_DEN: 0.1149854, MRR: 0.4624583, NDCG: 0.2419466, F1: 0.0871908, HIT_RATE: 0.9087176, ARHR_ALL_HITS: 0.7233156, NOVELTY: 0.0052933, AVERAGE_POPULARITY: 0.6594667, DIVERSITY_MEAN_INTER_LIST: 0.8117887, DIVERSITY_HERFINDAHL: 0.9811729, COVERAGE_ITEM: 0.0371560, COVERAGE_ITEM_CORRECT: 0.0207653, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9079853, DIVERSITY_GINI: 0.0040290, SHANNON_ENTROPY: 6.5015901, RATIO_DIVERSITY_HERFINDAHL: 0.9815514, RATIO_DIVERSITY_GINI: 0.0162685, RATIO_SHANNON_ENTROPY: 0.5247725, RATIO_AVERAGE_POPULARITY: 3.2610450, RATIO_NOVELTY: 0.0311334, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 900, 'l1_ratio': 1e-05, 'alpha': 0.01} - results: PRECISION: 0.2313659, PRECISION_RECALL_MIN_DEN: 0.2336146, RECALL: 0.0535622, MAP: 0.1115123, MAP_MIN_DEN: 0.1124021, MRR: 0.4553891, NDCG: 0.2383954, F1: 0.0869866, HIT_RATE: 0.9070313, ARHR_ALL_HITS: 0.7100189, NOVELTY: 0.0058073, AVERAGE_POPULARITY: 0.4175887, DIVERSITY_MEAN_INTER_LIST: 0.9575455, DIVERSITY_HERFINDAHL: 0.9957475, COVERAGE_ITEM: 0.1183343, COVERAGE_ITEM_CORRECT: 0.0753087, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9063004, DIVERSITY_GINI: 0.0217126, SHANNON_ENTROPY: 8.9026351, RATIO_DIVERSITY_HERFINDAHL: 0.9961316, RATIO_DIVERSITY_GINI: 0.0876733, RATIO_SHANNON_ENTROPY: 0.7185717, RATIO_AVERAGE_POPULARITY: 2.0649648, RATIO_NOVELTY: 0.0341566, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 900, 'l1_ratio': 0.01, 'alpha': 0.01} - results: PRECISION: 0.2375027, PRECISION_RECALL_MIN_DEN: 0.2398447, RECALL: 0.0550442, MAP: 0.1151754, MAP_MIN_DEN: 0.1161339, MRR: 0.4622437, NDCG: 0.2443220, F1: 0.0893747, HIT_RATE: 0.9114305, ARHR_ALL_HITS: 0.7265592, NOVELTY: 0.0056842, AVERAGE_POPULARITY: 0.4707671, DIVERSITY_MEAN_INTER_LIST: 0.9445475, DIVERSITY_HERFINDAHL: 0.9944478, COVERAGE_ITEM: 0.1079794, COVERAGE_ITEM_CORRECT: 0.0663381, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9106960, DIVERSITY_GINI: 0.0171927, SHANNON_ENTROPY: 8.5384504, RATIO_DIVERSITY_HERFINDAHL: 0.9948314, RATIO_DIVERSITY_GINI: 0.0694225, RATIO_SHANNON_ENTROPY: 0.6891767, RATIO_AVERAGE_POPULARITY: 2.3279306, RATIO_NOVELTY: 0.0334327, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 911, 'l1_ratio': 1.0317274461404445e-05, 'alpha': 0.9888985959882373} - results: PRECISION: 0.2317179, PRECISION_RECALL_MIN_DEN: 0.2339777, RECALL: 0.0526986, MAP: 0.1136333, MAP_MIN_DEN: 0.1145650, MRR: 0.4625481, NDCG: 0.2407026, F1: 0.0858685, HIT_RATE: 0.9027788, ARHR_ALL_HITS: 0.7217483, NOVELTY: 0.0052547, AVERAGE_POPULARITY: 0.6853287, DIVERSITY_MEAN_INTER_LIST: 0.7698187, DIVERSITY_HERFINDAHL: 0.9769762, COVERAGE_ITEM: 0.0327814, COVERAGE_ITEM_CORRECT: 0.0190487, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9020513, DIVERSITY_GINI: 0.0031220, SHANNON_ENTROPY: 6.1361088, RATIO_DIVERSITY_HERFINDAHL: 0.9773531, RATIO_DIVERSITY_GINI: 0.0126064, RATIO_SHANNON_ENTROPY: 0.4952729, RATIO_AVERAGE_POPULARITY: 3.3889320, RATIO_NOVELTY: 0.0309065, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1413, 'l1_ratio': 1.004558054980838e-05, 'alpha': 0.6888197109830454} - results: PRECISION: 0.2338588, PRECISION_RECALL_MIN_DEN: 0.2361424, RECALL: 0.0533365, MAP: 0.1146194, MAP_MIN_DEN: 0.1155376, MRR: 0.4628799, NDCG: 0.2424189, F1: 0.0868622, HIT_RATE: 0.9069580, ARHR_ALL_HITS: 0.7254496, NOVELTY: 0.0052826, AVERAGE_POPULARITY: 0.6685276, DIVERSITY_MEAN_INTER_LIST: 0.7952856, DIVERSITY_HERFINDAHL: 0.9795227, COVERAGE_ITEM: 0.0362146, COVERAGE_ITEM_CORRECT: 0.0215959, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9062271, DIVERSITY_GINI: 0.0037076, SHANNON_ENTROPY: 6.3698985, RATIO_DIVERSITY_HERFINDAHL: 0.9799006, RATIO_DIVERSITY_GINI: 0.0149707, RATIO_SHANNON_ENTROPY: 0.5141431, RATIO_AVERAGE_POPULARITY: 3.3058510, RATIO_NOVELTY: 0.0310706, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1452, 'l1_ratio': 1.0105608699295111e-05, 'alpha': 0.8527181524105636} - results: PRECISION: 0.2327370, PRECISION_RECALL_MIN_DEN: 0.2349639, RECALL: 0.0529381, MAP: 0.1141971, MAP_MIN_DEN: 0.1151321, MRR: 0.4635489, NDCG: 0.2416472, F1: 0.0862565, HIT_RATE: 0.9051983, ARHR_ALL_HITS: 0.7243058, NOVELTY: 0.0052652, AVERAGE_POPULARITY: 0.6789094, DIVERSITY_MEAN_INTER_LIST: 0.7805625, DIVERSITY_HERFINDAHL: 0.9780505, COVERAGE_ITEM: 0.0342212, COVERAGE_ITEM_CORRECT: 0.0198239, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9044689, DIVERSITY_GINI: 0.0033541, SHANNON_ENTROPY: 6.2330426, RATIO_DIVERSITY_HERFINDAHL: 0.9784278, RATIO_DIVERSITY_GINI: 0.0135437, RATIO_SHANNON_ENTROPY: 0.5030969, RATIO_AVERAGE_POPULARITY: 3.3571885, RATIO_NOVELTY: 0.0309679, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 1274, 'l1_ratio': 0.00022511608272291907, 'alpha': 0.015714523541388997} - results: PRECISION: 0.2373268, PRECISION_RECALL_MIN_DEN: 0.2396913, RECALL: 0.0550515, MAP: 0.1152511, MAP_MIN_DEN: 0.1161759, MRR: 0.4632157, NDCG: 0.2444095, F1: 0.0893718, HIT_RATE: 0.9127502, ARHR_ALL_HITS: 0.7275991, NOVELTY: 0.0056700, AVERAGE_POPULARITY: 0.4769314, DIVERSITY_MEAN_INTER_LIST: 0.9409080, DIVERSITY_HERFINDAHL: 0.9940839, COVERAGE_ITEM: 0.1010023, COVERAGE_ITEM_CORRECT: 0.0640124, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9120147, DIVERSITY_GINI: 0.0162591, SHANNON_ENTROPY: 8.4568051, RATIO_DIVERSITY_HERFINDAHL: 0.9944674, RATIO_DIVERSITY_GINI: 0.0656527, RATIO_SHANNON_ENTROPY: 0.6825867, RATIO_AVERAGE_POPULARITY: 2.3584131, RATIO_NOVELTY: 0.0333492, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 934, 'l1_ratio': 0.0010886343282720565, 'alpha': 0.9993959782375007} - results: PRECISION: 0.2310287, PRECISION_RECALL_MIN_DEN: 0.2332477, RECALL: 0.0524284, MAP: 0.1132001, MAP_MIN_DEN: 0.1141445, MRR: 0.4617216, NDCG: 0.2399826, F1: 0.0854624, HIT_RATE: 0.9027788, ARHR_ALL_HITS: 0.7196080, NOVELTY: 0.0052399, AVERAGE_POPULARITY: 0.6934634, DIVERSITY_MEAN_INTER_LIST: 0.7593748, DIVERSITY_HERFINDAHL: 0.9759319, COVERAGE_ITEM: 0.0308987, COVERAGE_ITEM_CORRECT: 0.0171106, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9020513, DIVERSITY_GINI: 0.0028868, SHANNON_ENTROPY: 6.0353273, RATIO_DIVERSITY_HERFINDAHL: 0.9763084, RATIO_DIVERSITY_GINI: 0.0116564, RATIO_SHANNON_ENTROPY: 0.4871384, RATIO_AVERAGE_POPULARITY: 3.4291577, RATIO_NOVELTY: 0.0308190, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1206, 'l1_ratio': 0.00999900199332931, 'alpha': 0.11712886364475629} - results: PRECISION: 0.2376641, PRECISION_RECALL_MIN_DEN: 0.2401559, RECALL: 0.0549951, MAP: 0.1158294, MAP_MIN_DEN: 0.1168030, MRR: 0.4656020, NDCG: 0.2453055, F1: 0.0893214, HIT_RATE: 0.9142166, ARHR_ALL_HITS: 0.7312130, NOVELTY: 0.0054060, AVERAGE_POPULARITY: 0.5974503, DIVERSITY_MEAN_INTER_LIST: 0.8745066, DIVERSITY_HERFINDAHL: 0.9874443, COVERAGE_ITEM: 0.0523839, COVERAGE_ITEM_CORRECT: 0.0318401, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9134799, DIVERSITY_GINI: 0.0068508, SHANNON_ENTROPY: 7.2344886, RATIO_DIVERSITY_HERFINDAHL: 0.9878252, RATIO_DIVERSITY_GINI: 0.0276629, RATIO_SHANNON_ENTROPY: 0.5839281, RATIO_AVERAGE_POPULARITY: 2.9543756, RATIO_NOVELTY: 0.0317963, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1469, 'l1_ratio': 1.0217297743642965e-05, 'alpha': 0.16166961602697053} - results: PRECISION: 0.2399663, PRECISION_RECALL_MIN_DEN: 0.2424303, RECALL: 0.0553888, MAP: 0.1173437, MAP_MIN_DEN: 0.1182873, MRR: 0.4683230, NDCG: 0.2475451, F1: 0.0900032, HIT_RATE: 0.9167094, ARHR_ALL_HITS: 0.7378089, NOVELTY: 0.0054141, AVERAGE_POPULARITY: 0.5962343, DIVERSITY_MEAN_INTER_LIST: 0.8721145, DIVERSITY_HERFINDAHL: 0.9872051, COVERAGE_ITEM: 0.0536575, COVERAGE_ITEM_CORRECT: 0.0336674, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9159707, DIVERSITY_GINI: 0.0069806, SHANNON_ENTROPY: 7.2407430, RATIO_DIVERSITY_HERFINDAHL: 0.9875859, RATIO_DIVERSITY_GINI: 0.0281868, RATIO_SHANNON_ENTROPY: 0.5844329, RATIO_AVERAGE_POPULARITY: 2.9483624, RATIO_NOVELTY: 0.0318439, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1233, 'l1_ratio': 8.488612827830328e-05, 'alpha': 0.025647182533780045} - results: PRECISION: 0.2387198, PRECISION_RECALL_MIN_DEN: 0.2411226, RECALL: 0.0552992, MAP: 0.1163435, MAP_MIN_DEN: 0.1172842, MRR: 0.4658416, NDCG: 0.2459785, F1: 0.0897971, HIT_RATE: 0.9138500, ARHR_ALL_HITS: 0.7326738, NOVELTY: 0.0056072, AVERAGE_POPULARITY: 0.5051561, DIVERSITY_MEAN_INTER_LIST: 0.9283021, DIVERSITY_HERFINDAHL: 0.9928234, COVERAGE_ITEM: 0.0900936, COVERAGE_ITEM_CORRECT: 0.0567030, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9131136, DIVERSITY_GINI: 0.0136324, SHANNON_ENTROPY: 8.1905613, RATIO_DIVERSITY_HERFINDAHL: 0.9932064, RATIO_DIVERSITY_GINI: 0.0550464, RATIO_SHANNON_ENTROPY: 0.6610970, RATIO_AVERAGE_POPULARITY: 2.4979831, RATIO_NOVELTY: 0.0329796, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1456, 'l1_ratio': 0.009679871891278039, 'alpha': 0.037268299371495714} - results: PRECISION: 0.2394090, PRECISION_RECALL_MIN_DEN: 0.2418116, RECALL: 0.0554692, MAP: 0.1166778, MAP_MIN_DEN: 0.1176700, MRR: 0.4663256, NDCG: 0.2467139, F1: 0.0900699, HIT_RATE: 0.9148031, ARHR_ALL_HITS: 0.7345950, NOVELTY: 0.0055187, AVERAGE_POPULARITY: 0.5449905, DIVERSITY_MEAN_INTER_LIST: 0.9087904, DIVERSITY_HERFINDAHL: 0.9908724, COVERAGE_ITEM: 0.0761947, COVERAGE_ITEM_CORRECT: 0.0462927, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9140659, DIVERSITY_GINI: 0.0105796, SHANNON_ENTROPY: 7.8182811, RATIO_DIVERSITY_HERFINDAHL: 0.9912546, RATIO_DIVERSITY_GINI: 0.0427193, RATIO_SHANNON_ENTROPY: 0.6310486, RATIO_AVERAGE_POPULARITY: 2.6949634, RATIO_NOVELTY: 0.0324591, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 1492, 'l1_ratio': 0.0006995897093717515, 'alpha': 0.05306675288647899} - results: PRECISION: 0.2398196, PRECISION_RECALL_MIN_DEN: 0.2423164, RECALL: 0.0556555, MAP: 0.1169381, MAP_MIN_DEN: 0.1178969, MRR: 0.4662590, NDCG: 0.2470502, F1: 0.0903445, HIT_RATE: 0.9167094, ARHR_ALL_HITS: 0.7353159, NOVELTY: 0.0055156, AVERAGE_POPULARITY: 0.5464140, DIVERSITY_MEAN_INTER_LIST: 0.9073957, DIVERSITY_HERFINDAHL: 0.9907329, COVERAGE_ITEM: 0.0722631, COVERAGE_ITEM_CORRECT: 0.0455728, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9159707, DIVERSITY_GINI: 0.0102488, SHANNON_ENTROPY: 7.7810796, RATIO_DIVERSITY_HERFINDAHL: 0.9911151, RATIO_DIVERSITY_GINI: 0.0413837, RATIO_SHANNON_ENTROPY: 0.6280459, RATIO_AVERAGE_POPULARITY: 2.7020025, RATIO_NOVELTY: 0.0324409, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1306, 'l1_ratio': 1.0441436274456512e-05, 'alpha': 0.02158814142264527} - results: PRECISION: 0.2380746, PRECISION_RECALL_MIN_DEN: 0.2405033, RECALL: 0.0551879, MAP: 0.1158988, MAP_MIN_DEN: 0.1168269, MRR: 0.4647456, NDCG: 0.2453205, F1: 0.0896046, HIT_RATE: 0.9145099, ARHR_ALL_HITS: 0.7306327, NOVELTY: 0.0056280, AVERAGE_POPULARITY: 0.4955301, DIVERSITY_MEAN_INTER_LIST: 0.9329321, DIVERSITY_HERFINDAHL: 0.9932864, COVERAGE_ITEM: 0.0933607, COVERAGE_ITEM_CORRECT: 0.0591949, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9137729, DIVERSITY_GINI: 0.0144897, SHANNON_ENTROPY: 8.2834935, RATIO_DIVERSITY_HERFINDAHL: 0.9936695, RATIO_DIVERSITY_GINI: 0.0585079, RATIO_SHANNON_ENTROPY: 0.6685980, RATIO_AVERAGE_POPULARITY: 2.4503831, RATIO_NOVELTY: 0.0331022, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 2.4005192903362763e-05, 'alpha': 0.10339285496141189} - results: PRECISION: 0.2400836, PRECISION_RECALL_MIN_DEN: 0.2425497, RECALL: 0.0555153, MAP: 0.1174199, MAP_MIN_DEN: 0.1183630, MRR: 0.4683429, NDCG: 0.2476124, F1: 0.0901784, HIT_RATE: 0.9159029, ARHR_ALL_HITS: 0.7379490, NOVELTY: 0.0054563, AVERAGE_POPULARITY: 0.5750326, DIVERSITY_MEAN_INTER_LIST: 0.8882885, DIVERSITY_HERFINDAHL: 0.9888223, COVERAGE_ITEM: 0.0600808, COVERAGE_ITEM_CORRECT: 0.0376544, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9151648, DIVERSITY_GINI: 0.0082303, SHANNON_ENTROPY: 7.4723779, RATIO_DIVERSITY_HERFINDAHL: 0.9892038, RATIO_DIVERSITY_GINI: 0.0332332, RATIO_SHANNON_ENTROPY: 0.6031292, RATIO_AVERAGE_POPULARITY: 2.8435209, RATIO_NOVELTY: 0.0320918, 
